star1,star2,angsep,separation,lnL1/L2,group_id,group_size
5819,5831,53.551,2.920,6.78,5,59
5819,7660,231.004,9.941,6.39,5,59
5819,5843,68.495,3.142,7.03,5,59
5819,6446,80.485,4.564,6.14,5,59
5819,6447,81.334,3.913,6.52,5,59
5819,6566,56.091,2.459,7.31,5,59
5819,6033,123.772,6.065,7.19,5,59
5819,6456,72.596,3.233,7.37,5,59
5821,8667,178.067,7.832,6.22,5,59
5821,5823,20.857,4.021,6.09,5,59
5821,5824,32.771,2.305,6.67,5,59
5821,5825,36.082,1.631,7.17,5,59
5821,5826,33.421,2.354,7.52,5,59
5821,5827,41.778,2.540,7.14,5,59
5821,8769,184.145,8.371,6.13,5,59
5821,6426,65.446,5.494,6.21,5,59
5821,5830,58.065,2.561,6.64,5,59
5821,5843,65.940,3.009,6.51,5,59
5821,6456,65.720,3.086,6.98,5,59
5821,5831,52.748,4.411,6.10,5,59
5821,6446,75.049,5.932,6.15,5,59
5821,6447,75.804,3.314,6.83,5,59
5821,6033,120.061,7.155,6.78,5,59
5821,6566,48.650,3.235,6.83,5,59
5822,5861,108.223,9.171,6.31,3320,2
5823,5826,41.193,2.714,7.16,5,59
5823,5824,14.205,5.754,6.12,5,59
5823,6446,66.576,3.011,6.68,5,59
5823,6447,66.924,4.654,6.00,5,59
5823,5830,58.346,4.318,6.87,5,59
5824,5825,18.119,2.376,7.03,5,59
5824,5826,42.083,4.092,6.79,5,59
5824,5827,30.757,1.358,7.00,5,59
5824,6426,78.590,4.525,6.07,5,59
5824,5830,52.372,3.184,6.47,5,59
5824,6021,114.333,5.183,6.23,5,59
5824,5843,47.905,3.429,6.53,5,59
5824,5831,45.175,5.916,6.61,5,59
5824,6446,74.008,7.499,6.43,5,59
5824,6447,74.078,3.848,6.41,5,59
5824,6033,125.408,8.666,6.89,5,59
5824,6566,20.730,4.353,7.12,5,59
5824,6456,54.252,3.802,6.96,5,59
5825,8667,184.377,8.036,6.34,5,59
5825,5826,28.882,1.890,6.79,5,59
5825,5827,12.698,2.265,7.80,5,59
5825,6426,93.197,6.561,6.41,5,59
5825,5830,34.282,1.491,6.67,5,59
5825,6021,132.156,6.702,6.47,5,59
5825,6566,37.099,2.578,7.65,5,59
5825,5843,32.023,1.469,7.17,5,59
5825,5831,27.069,3.541,6.99,5,59
5825,6446,91.578,6.003,6.33,5,59
5825,6447,91.731,3.995,6.53,5,59
5825,6033,142.398,7.597,7.48,5,59
5825,6456,72.370,3.224,7.39,5,59
5826,5830,27.367,1.873,7.08,5,59
5826,8769,161.530,6.979,6.22,5,59
5826,5843,43.217,2.092,6.34,5,59
5826,6446,106.190,5.501,6.76,5,59
5826,6447,106.740,4.889,6.65,5,59
5826,6566,62.812,2.766,6.55,5,59
5826,6033,153.137,7.231,6.57,5,59
5826,6456,92.214,4.039,6.41,5,59
5827,6426,103.238,5.442,6.01,5,59
5827,5830,21.616,2.361,6.79,5,59
5827,5831,14.446,5.575,8.59,5,59
5827,5843,24.337,2.875,7.62,5,59
5827,6021,144.843,6.516,6.15,5,59
5827,6446,103.607,8.088,6.92,5,59
5827,6447,103.826,4.979,6.14,5,59
5827,6566,49.615,4.735,7.71,5,59
5827,6033,153.888,9.450,8.00,5,59
5827,6456,84.982,4.730,7.89,5,59
5828,10230,74.395,1.299,8.66,3321,2
5829,5940,1.334,0.573,6.03,3322,2
5830,5831,7.247,3.391,6.32,5,59
5830,5843,22.660,1.107,6.39,5,59
5830,6446,124.808,7.037,6.31,5,59
5830,6447,125.084,5.445,6.19,5,59
5830,6033,174.468,8.755,6.46,5,59
5830,6566,70.810,3.683,6.52,5,59
5830,6456,106.596,4.687,6.51,5,59
5831,5843,20.023,2.994,7.49,5,59
5831,6456,99.418,5.000,7.02,5,59
5831,6446,117.899,5.134,7.11,5,59
5831,6033,167.847,7.205,7.10,5,59
5831,6566,63.572,3.021,7.07,5,59
5832,6305,76.341,3.570,6.53,262,3
5832,5844,21.512,9.990,7.35,262,3
5833,5834,0.069,9.398,8.30,3323,2
5837,5877,66.680,4.907,7.26,3324,2
5838,7138,291.914,7.689,6.87,3325,2
5839,7395,50.810,7.902,6.46,3326,2
5841,6574,100.914,9.029,6.36,3327,2
5842,8529,85.295,8.361,6.67,3328,2
5843,6021,156.301,7.851,6.17,5,59
5843,6446,121.680,6.605,6.80,5,59
5843,6566,61.549,3.071,7.63,5,59
5843,6033,173.304,8.446,7.06,5,59
5843,6456,100.105,4.343,7.34,5,59
5844,6305,64.488,9.949,6.35,262,3
5848,8256,181.828,8.224,6.07,3329,2
5849,6553,139.017,5.886,6.26,13,22
5850,8216,0.069,3.652,7.14,3330,2
5853,5854,1.131,0.037,12.04,3331,2
5858,5864,34.016,3.140,6.20,263,3
5858,9792,60.028,8.310,6.90,263,3
5859,8675,181.807,7.393,6.28,235,3
5868,5885,69.319,3.243,7.05,3332,2
5869,9448,176.336,9.001,6.33,3333,2
5871,7549,518.266,9.545,6.43,3334,2
5872,5920,53.457,2.875,6.06,3335,2
5873,5904,59.235,3.856,6.10,3336,2
5875,6187,180.738,8.547,6.23,0,151
5875,6222,246.204,9.927,6.29,0,151
5875,5947,151.431,6.036,6.10,0,151
5875,6170,183.459,7.241,6.87,0,151
5875,6388,211.746,8.688,6.69,0,151
5875,5964,114.818,8.643,7.73,0,151
5875,10211,168.231,6.551,6.46,0,151
5875,5884,33.574,3.990,7.27,0,151
5875,5892,43.069,5.174,7.36,0,151
5875,5985,154.120,9.752,6.75,0,151
5875,6253,245.960,9.980,6.55,0,151
5875,6166,169.149,6.450,6.47,0,151
5875,6167,173.473,7.788,6.70,0,151
5875,6182,210.627,8.399,6.80,0,151
5875,6183,173.208,8.505,6.48,0,151
5875,6185,181.730,6.944,6.03,0,151
5875,5948,167.443,8.326,6.74,0,151
5875,6190,188.240,8.487,6.35,0,151
5875,5925,93.277,8.973,7.90,0,151
5875,6203,229.001,8.807,6.02,0,151
5875,6081,125.138,6.567,8.28,0,151
5875,6093,157.159,6.422,8.01,0,151
5875,9088,53.349,5.551,6.64,0,151
5875,5941,154.607,6.476,6.48,0,151
5876,7110,169.101,7.387,6.59,264,3
5876,6712,198.135,9.860,6.75,264,3
5880,6884,141.762,5.254,7.24,3337,2
5881,5959,208.237,9.066,6.27,18,14
5881,5926,200.849,9.683,6.98,18,14
5884,6093,137.598,7.928,7.25,0,151
5884,6185,195.267,7.908,6.20,0,151
5884,6388,213.055,7.895,6.57,0,151
5884,10211,200.903,7.829,6.85,0,151
5884,5892,39.577,8.813,6.20,0,151
5884,9088,52.364,9.157,6.75,0,151
5884,6081,113.000,9.280,7.11,0,151
5884,6252,246.269,9.547,6.34,0,151
5884,5941,173.697,9.146,6.40,0,151
5886,7062,264.165,4.219,7.03,2,118
5887,9782,56.800,4.329,6.02,32,8
5889,5958,126.449,7.151,6.31,3338,2
5890,8240,246.321,9.745,7.24,3339,2
5892,5948,147.172,5.830,6.41,0,151
5892,6170,164.179,7.155,6.50,0,151
5892,6137,170.576,9.695,7.31,0,151
5892,5964,82.755,4.132,6.98,0,151
5892,6183,149.649,5.928,6.03,0,151
5892,5985,120.055,5.530,6.65,0,151
5892,6256,210.162,8.301,6.07,0,151
5892,6081,82.075,3.271,7.20,0,151
5892,6167,153.622,6.122,6.06,0,151
5892,6171,164.603,9.135,6.29,0,151
5892,6182,187.489,7.797,6.31,0,151
5892,6093,115.269,5.258,6.90,0,151
5892,6190,160.643,6.359,6.31,0,151
5892,5925,50.247,3.860,6.89,0,151
5892,10063,223.835,9.586,6.79,0,151
5892,9088,87.697,3.478,6.42,0,151
5892,6166,148.888,7.457,6.18,0,151
5892,9307,76.162,9.052,6.32,0,151
5892,5941,137.465,5.869,6.19,0,151
5894,5967,32.782,9.669,6.06,3340,2
5896,6851,66.848,5.256,6.41,1,125
5896,6848,65.534,3.663,6.30,1,125
5896,6811,87.496,4.783,6.25,1,125
5897,5898,0.509,8.458,6.53,3341,2
5901,7929,177.295,7.432,6.64,3,114
5901,8437,191.302,8.352,6.33,3,114
5901,10535,193.066,6.414,6.35,3,114
5902,8437,191.401,5.882,7.00,3,114
5902,8397,183.447,5.605,6.13,3,114
5902,7078,184.903,5.727,6.05,3,114
5902,8403,202.488,8.182,7.21,3,114
5902,8091,92.628,6.589,7.48,3,114
5905,6135,132.073,4.577,6.23,25,10
5906,5907,0.034,2.543,6.05,3342,2
5908,6196,118.328,8.125,6.29,3343,2
5910,6071,166.967,8.715,6.32,3344,2
5911,5913,7.664,0.161,8.76,3345,2
5915,6058,168.784,9.966,6.25,16,18
5915,6254,124.650,7.857,6.10,16,18
5915,6164,82.546,4.882,6.38,16,18
5915,6017,111.429,7.439,7.01,16,18
5915,6204,119.047,7.162,6.31,16,18
5915,6555,102.397,6.159,6.31,16,18
5917,6605,116.990,5.378,6.29,3346,2
5918,5921,25.578,8.486,7.30,92,4
5921,6652,97.875,7.680,6.76,92,4
5921,6565,123.058,4.608,7.40,92,4
5922,8162,71.751,7.074,6.13,3347,2
5923,5977,86.838,8.832,6.42,3348,2
5925,6222,195.593,9.374,6.17,0,151
5925,5948,140.374,6.367,7.08,0,151
5925,6171,156.934,7.071,6.84,0,151
5925,6170,157.218,8.972,6.40,0,151
5925,6473,218.867,9.113,6.87,0,151
5925,6137,120.381,6.054,7.84,0,151
5925,5964,67.266,2.833,7.25,0,151
5925,6031,62.023,7.385,6.22,0,151
5925,6256,181.886,8.148,6.26,0,151
5925,6081,32.212,3.974,7.80,0,151
5925,6167,146.789,7.221,6.73,0,151
5925,6182,173.393,9.077,6.46,0,151
5925,6093,67.083,6.562,9.08,0,151
5925,6187,135.841,6.358,6.65,0,151
5925,6190,141.562,6.833,6.02,0,151
5925,6191,160.103,9.766,6.09,0,151
5925,6200,170.751,7.084,6.19,0,151
5925,6183,137.801,6.275,6.36,0,151
5925,9088,133.362,6.144,7.02,0,151
5925,5941,136.055,7.796,6.75,0,151
5925,6201,196.098,8.286,6.26,0,151
5925,5937,70.084,7.706,6.67,0,151
5926,7781,116.574,6.511,6.22,18,14
5928,6114,151.331,9.253,6.41,3349,2
5930,7698,173.470,8.938,6.49,3350,2
5931,6262,139.321,9.531,6.47,3351,2
5932,7075,115.111,8.327,6.89,3352,2
5933,7816,150.650,8.401,6.20,3353,2
5935,8684,0.309,3.384,6.26,3354,2
5936,6722,233.211,9.904,6.45,3355,2
5937,6171,87.809,5.563,6.06,0,151
5937,6200,112.745,7.421,6.34,0,151
5937,6247,102.794,6.771,6.82,0,151
5937,6473,196.755,9.756,6.42,0,151
5937,5985,44.529,7.890,6.13,0,151
5937,6193,111.629,6.383,6.81,0,151
5939,6117,129.220,9.731,6.31,3356,2
5941,5950,48.427,6.730,6.47,0,151
5941,6171,30.608,8.681,7.18,0,151
5941,5964,69.856,5.554,6.86,0,151
5941,6190,53.640,2.754,6.12,0,151
5941,5948,16.677,2.715,6.31,0,151
5941,6252,98.899,5.361,6.74,0,151
5941,6256,109.651,4.705,6.70,0,151
5941,6081,138.532,5.731,6.71,0,151
5941,6167,20.666,1.611,6.63,0,151
5941,6170,29.319,1.415,6.03,0,151
5941,10371,200.173,9.810,6.04,0,151
5941,6182,59.716,2.337,6.27,0,151
5941,6093,179.822,6.984,6.58,0,151
5941,6187,47.328,2.973,6.09,0,151
5941,9088,207.401,8.533,6.03,0,151
5942,5943,0.700,1.492,7.49,3357,2
5944,5945,0.281,7.300,7.77,3358,2
5947,6222,97.695,3.999,6.39,0,151
5947,8389,236.476,9.179,6.47,0,151
5947,6388,99.950,6.383,6.67,0,151
5947,10211,208.229,8.549,6.44,0,151
5947,5985,53.693,6.365,6.43,0,151
5947,6253,101.386,4.198,6.43,0,151
5947,6256,101.018,4.857,6.05,0,151
5947,6081,123.482,5.556,6.15,0,151
5947,6183,22.564,3.657,6.86,0,151
5947,6187,36.103,3.528,6.09,0,151
5947,6190,43.417,3.182,6.02,0,151
5947,6201,77.335,4.953,6.59,0,151
5947,6203,77.771,3.071,6.62,0,151
5947,6166,19.089,1.641,6.69,0,151
5948,6222,85.638,4.051,6.78,0,151
5948,8389,241.989,9.882,6.27,0,151
5948,6170,17.165,3.543,7.51,0,151
5948,6473,186.352,8.953,7.31,0,151
5948,10371,213.167,9.093,6.70,0,151
5948,5964,73.116,3.645,7.56,0,151
5948,6183,14.694,0.582,7.10,0,151
5948,6252,82.231,7.173,6.97,0,151
5948,5985,64.549,3.563,6.82,0,151
5948,6253,91.609,4.156,6.72,0,151
5948,6256,93.110,3.744,7.08,0,151
5948,6081,139.013,5.543,7.08,0,151
5948,6167,6.528,1.267,7.62,0,151
5948,6171,17.432,6.001,7.52,0,151
5948,6166,1.724,5.013,6.62,0,151
5948,6388,101.805,9.523,7.04,0,151
5948,6093,178.539,7.611,6.76,0,151
5948,6185,25.309,6.043,6.48,0,151
5948,6187,32.460,1.321,6.74,0,151
5948,6190,37.999,1.724,7.13,0,151
5948,6182,44.134,3.414,7.45,0,151
5948,6200,66.099,5.131,6.28,0,151
5948,6203,61.610,4.868,6.22,0,151
5948,10063,235.753,9.943,6.89,0,151
5948,9088,220.585,8.734,6.02,0,151
5948,6201,60.394,2.425,7.09,0,151
5950,9307,19.908,4.464,6.18,0,151
5950,6191,83.539,7.227,6.24,0,151
5951,6245,109.281,3.506,6.59,265,3
5951,6276,158.313,4.634,7.68,265,3
5952,7874,647.086,8.136,7.18,3359,2
5955,10318,155.829,9.469,6.35,3360,2
5957,10346,121.792,9.776,6.38,3361,2
5959,8186,121.436,8.020,6.58,18,14
5959,7206,151.605,7.118,6.00,18,14
5960,7043,1.120,2.198,9.58,3362,2
5961,8630,19.729,4.384,6.42,3363,2
5962,8488,101.907,6.072,6.39,3364,2
5963,9401,105.507,5.859,7.24,3365,2
5964,6222,135.701,6.970,6.68,0,151
5964,6170,89.960,6.681,7.46,0,151
5964,6473,190.821,8.205,6.62,0,151
5964,6183,71.106,3.579,6.61,0,151
5964,6185,75.875,8.668,6.30,0,151
5964,6253,133.086,6.778,6.57,0,151
5964,6031,127.060,9.348,6.30,0,151
5964,6256,127.820,5.850,6.79,0,151
5964,6166,74.668,7.768,7.07,0,151
5964,6167,79.523,4.660,7.40,0,151
5964,6171,89.708,5.257,6.82,0,151
5964,6272,163.263,9.991,6.02,0,151
5964,6182,107.838,6.665,6.65,0,151
5964,6093,112.310,6.826,7.43,0,151
5964,6187,71.790,3.797,6.61,0,151
5964,6190,78.475,4.354,7.01,0,151
5964,6137,142.710,7.256,7.40,0,151
5964,6201,129.691,5.491,6.71,0,151
5964,6200,110.777,5.005,6.37,0,151
5964,6203,127.752,8.148,6.29,0,151
5964,6081,69.553,4.047,8.12,0,151
5964,10063,243.769,9.885,6.64,0,151
5964,9088,166.869,7.024,6.14,0,151
5964,5985,39.473,1.613,7.16,0,151
5968,6091,177.588,2.639,7.58,3366,2
5969,6075,127.525,8.096,6.26,3367,2
5971,6041,137.957,4.507,6.38,3368,2
5972,6083,209.942,6.583,6.16,8,47
5972,5999,56.165,2.055,8.83,8,47
5972,6178,225.161,6.639,6.75,8,47
5972,6007,47.058,1.867,6.55,8,47
5972,6013,69.458,4.143,7.03,8,47
5972,6014,68.907,1.848,7.83,8,47
5972,6020,100.955,6.283,6.92,8,47
5972,6025,93.260,3.033,7.33,8,47
5972,6155,209.143,6.306,7.19,8,47
5972,6028,122.741,3.740,7.51,8,47
5972,6032,105.594,5.315,6.84,8,47
5972,6035,137.557,3.578,6.11,8,47
5972,5993,100.256,2.879,7.66,8,47
5974,6138,202.126,8.850,6.49,3369,2
5978,6027,44.710,4.409,6.32,3370,2
5980,6535,112.145,4.201,6.18,0,151
5980,6455,189.929,7.320,6.56,0,151
5983,6104,0.483,8.078,6.85,3371,2
5985,6222,102.351,6.219,6.44,0,151
5985,6253,97.130,5.949,6.92,0,151
5985,6256,90.483,4.794,6.48,0,151
5985,6166,65.463,7.899,7.22,0,151
5985,6167,69.389,4.615,6.84,0,151
5985,6170,77.661,6.681,7.23,0,151
5985,6171,76.440,4.690,6.54,0,151
5985,6183,54.897,3.291,6.63,0,151
5985,6272,125.111,8.784,6.13,0,151
5985,6187,46.004,3.322,6.39,0,151
5985,6190,50.167,3.864,6.68,0,151
5985,6182,84.066,6.342,7.24,0,151
5985,6137,129.154,6.653,6.65,0,151
5985,6201,108.128,4.801,6.59,0,151
5985,6203,103.517,7.834,6.53,0,151
5985,6093,116.574,7.147,6.29,0,151
5985,6081,81.341,4.572,6.72,0,151
5985,6185,53.672,8.678,6.02,0,151
5987,5989,5.496,0.654,7.00,3372,2
5988,6083,162.303,4.235,7.15,8,47
5988,5999,31.016,1.295,7.09,8,47
5988,6178,167.611,4.231,6.96,8,47
5988,7857,88.753,3.920,6.96,8,47
5988,6007,59.137,1.827,8.95,8,47
5988,6013,62.182,1.956,6.68,8,47
5988,6014,85.424,2.863,8.04,8,47
5988,6061,153.123,4.688,8.16,8,47
5988,6020,65.009,8.406,6.72,8,47
5988,6025,73.488,1.913,8.62,8,47
5988,6155,187.533,4.704,7.58,8,47
5988,6028,87.082,2.186,7.94,8,47
5988,6032,48.940,2.411,6.85,8,47
5988,6035,79.274,3.829,6.35,8,47
5988,6374,290.713,7.148,6.35,8,47
5990,6066,29.146,8.358,6.29,3373,2
5992,6615,29.979,9.205,6.52,11,25
5992,6624,60.774,5.988,6.99,11,25
5993,6083,136.956,4.282,6.96,8,47
5993,5999,60.830,1.520,8.89,8,47
5993,6178,129.760,3.875,7.24,8,47
5993,7857,87.964,3.043,6.12,8,47
5993,6013,87.194,3.202,7.15,8,47
5993,6061,118.269,3.361,7.82,8,47
5993,6014,116.202,3.012,7.65,8,47
5993,6020,67.256,7.303,7.06,8,47
5993,6025,87.166,2.234,6.81,8,47
5993,6155,185.111,5.057,7.05,8,47
5993,6028,83.231,2.196,6.83,8,47
5993,6030,23.176,7.696,6.06,8,47
5993,6032,23.808,3.295,7.20,8,47
5993,6035,42.048,2.377,6.41,8,47
5993,6374,297.896,7.498,6.31,8,47
5994,6131,91.360,8.037,6.13,3374,2
5996,9041,1.056,0.488,6.98,3375,2
5997,9152,94.229,6.713,6.64,3376,2
5998,6367,60.144,7.444,6.12,3377,2
5999,6083,153.779,4.554,6.15,8,47
5999,6178,173.019,4.743,7.07,8,47
5999,7857,119.412,3.721,7.02,8,47
5999,6007,32.552,0.813,6.56,8,47
5999,6013,31.172,2.401,7.37,8,47
5999,6014,56.188,1.657,8.51,8,47
5999,6032,55.877,3.425,7.63,8,47
5999,6374,261.472,6.591,6.47,8,47
5999,6020,45.627,7.291,6.68,8,47
5999,6025,45.492,1.213,7.60,8,47
5999,6155,162.832,4.518,7.87,8,47
5999,6028,68.106,1.807,8.14,8,47
5999,6035,88.587,3.157,6.22,8,47
6001,6881,223.392,7.349,6.28,266,3
6001,9456,223.286,7.031,7.40,266,3
6003,7956,285.073,9.428,6.66,241,3
6004,6269,54.693,8.041,6.43,3378,2
6005,7247,295.884,7.569,6.14,68,4
6005,10016,1.361,0.806,7.56,68,4
6007,6083,173.492,4.988,7.00,8,47
6007,6178,201.415,5.400,6.78,8,47
6007,7857,142.334,4.179,7.59,8,47
6007,6035,119.754,3.728,6.23,8,47
6007,6013,24.242,2.399,6.72,8,47
6007,6014,27.460,1.074,8.31,8,47
6007,6061,181.370,4.840,8.34,8,47
6007,6374,248.729,6.294,6.47,8,47
6007,6020,63.854,7.335,6.85,8,47
6007,6025,49.104,1.315,8.71,8,47
6007,6155,162.370,4.532,8.20,8,47
6007,6028,82.766,2.167,9.00,8,47
6007,6032,87.441,3.840,7.03,8,47
6008,6009,0.352,0.672,7.07,3379,2
6012,8316,278.970,9.564,6.10,3380,2
6013,6178,182.845,4.444,6.23,8,47
6013,7857,150.454,5.823,6.25,8,47
6013,6061,161.514,5.619,6.23,8,47
6013,6014,31.242,3.242,7.07,8,47
6013,6020,42.351,9.531,6.31,8,47
6013,6025,24.865,1.935,6.60,8,47
6013,6155,139.907,3.403,6.70,8,47
6013,6028,59.273,2.188,6.40,8,47
6013,6032,75.537,2.018,6.77,8,47
6013,6374,232.216,5.752,6.46,8,47
6014,6083,175.835,5.525,7.12,8,47
6014,6178,213.138,6.048,7.04,8,47
6014,7857,169.791,4.501,6.55,8,47
6014,6061,191.125,4.896,8.95,8,47
6014,6020,72.102,6.594,7.37,8,47
6014,6025,49.539,1.804,7.43,8,47
6014,6155,147.756,4.704,7.94,8,47
6014,6028,85.408,2.613,8.46,8,47
6014,6035,137.135,3.733,6.76,8,47
6014,6374,225.124,5.995,6.21,8,47
6014,6032,106.398,4.791,7.18,8,47
6015,9961,143.535,3.928,6.23,240,3
6017,6555,123.874,7.407,6.19,16,18
6019,8849,196.929,9.817,6.41,3381,2
6020,6178,141.039,9.962,7.05,8,47
6020,6061,119.247,6.353,7.26,8,47
6020,6105,48.570,5.480,7.08,8,47
6020,6025,25.416,7.661,6.69,8,47
6020,6155,122.961,9.801,6.24,8,47
6020,6028,22.707,7.854,6.43,8,47
6020,6030,70.050,1.985,6.91,8,47
6020,6035,70.409,5.299,6.82,8,47
6021,6456,61.989,4.898,6.59,5,59
6021,7660,115.376,7.499,7.15,5,59
6021,6426,89.318,4.366,6.17,5,59
6021,7119,157.937,7.599,6.17,5,59
6021,6566,95.671,6.796,6.50,5,59
6021,6434,90.224,9.195,6.35,5,59
6022,6205,172.195,3.893,6.65,3382,2
6023,6024,0.193,6.154,7.24,3383,2
6025,6083,126.911,3.755,7.53,8,47
6025,6178,164.917,4.372,6.42,8,47
6025,7857,161.682,4.841,6.79,8,47
6025,6614,374.511,9.280,6.41,8,47
6025,6374,217.247,5.424,6.48,8,47
6025,6155,117.876,3.330,7.99,8,47
6025,6028,35.959,0.912,8.89,8,47
6025,6032,69.705,3.192,7.29,8,47
6025,6035,95.582,3.593,6.03,8,47
6026,10087,0.934,0.065,8.51,3384,2
6028,6083,91.169,2.936,7.13,8,47
6028,6178,131.809,3.543,6.16,8,47
6028,7857,168.339,5.086,7.10,8,47
6028,6061,107.994,3.552,6.46,8,47
6028,6374,215.168,5.340,6.29,8,47
6028,6155,102.625,2.903,8.21,8,47
6028,6032,60.269,2.901,7.50,8,47
6031,6137,108.466,5.692,6.32,0,151
6031,9307,130.185,5.760,6.23,0,151
6031,6171,215.449,9.857,6.15,0,151
6031,6247,178.220,9.364,6.06,0,151
6032,6217,194.446,5.353,6.06,8,47
6032,6178,119.575,3.074,6.13,8,47
6032,7857,111.590,5.998,7.34,8,47
6032,6061,104.209,5.448,6.56,8,47
6032,6374,275.398,6.937,6.29,8,47
6032,6155,161.523,4.042,7.04,8,47
6033,6446,52.365,2.208,6.58,5,59
6033,7660,111.336,5.268,6.92,5,59
6033,6447,52.741,5.220,6.41,5,59
6033,6426,56.463,9.945,6.15,5,59
6033,6566,115.209,5.506,8.20,5,59
6033,6456,77.663,5.042,8.30,5,59
6035,6083,99.860,5.384,6.80,8,47
6035,6105,104.187,2.683,7.51,8,47
6035,6178,88.444,4.849,6.90,8,47
6035,6061,76.262,2.025,6.51,8,47
6038,8290,99.123,6.265,6.37,3385,2
6040,6068,35.164,4.942,6.09,3386,2
6042,6043,0.196,0.848,6.73,3387,2
6044,9384,16.585,1.241,6.21,3388,2
6045,6143,42.452,2.875,6.05,3389,2
6047,6551,127.095,6.694,6.28,22,11
6047,6369,90.068,9.616,6.46,22,11
6049,6181,72.723,7.248,7.22,3390,2
6050,9192,0.799,3.923,7.53,3391,2
6054,10513,657.539,9.681,6.74,3392,2
6055,7841,174.777,8.690,6.15,7,47
6057,6406,42.674,7.236,6.91,3393,2
6058,6164,95.690,6.092,6.40,16,18
6058,6204,96.642,6.600,6.16,16,18
6061,6083,51.241,4.397,8.37,8,47
6061,6178,26.032,3.807,7.44,8,47
6061,6614,342.279,8.838,6.46,8,47
6061,6105,123.862,3.156,7.57,8,47
6061,6374,274.852,7.465,6.45,8,47
6061,6155,154.702,5.369,7.23,8,47
6063,9776,0.053,3.536,6.70,3394,2
6064,7451,109.830,6.964,6.72,3395,2
6065,6323,75.686,9.003,6.97,3396,2
6067,6919,130.259,7.378,6.94,3397,2
6070,6876,103.879,8.184,7.83,3398,2
6073,6122,107.405,9.986,7.62,3399,2
6074,6192,195.179,7.803,6.70,257,3
6076,10013,75.053,9.369,6.04,3400,2
6077,9500,0.047,0.177,7.80,3401,2
6079,6080,2.188,5.073,8.26,3402,2
6081,6170,154.742,6.614,6.81,0,151
6081,6388,113.880,9.037,6.86,0,151
6081,6187,127.109,5.035,6.75,0,151
6081,6473,189.713,9.484,6.83,0,151
6081,6222,180.697,7.231,6.70,0,151
6081,6185,134.159,7.337,6.41,0,151
6081,6252,165.263,8.524,6.01,0,151
6081,6253,172.480,6.885,6.62,0,151
6081,6256,163.413,6.437,6.56,0,151
6081,6166,140.362,6.901,6.73,0,151
6081,6167,144.994,5.720,6.79,0,151
6081,6171,153.998,9.157,7.07,0,151
6081,6182,165.286,6.813,6.64,0,151
6081,6093,43.768,2.817,7.97,0,151
6081,6190,131.507,5.178,6.75,0,151
6081,6137,89.543,8.121,7.36,0,151
6081,6201,189.163,7.567,6.64,0,151
6081,6200,156.674,8.130,6.02,0,151
6081,6183,133.159,5.315,6.59,0,151
6081,9088,165.298,6.566,6.50,0,151
6082,7524,687.696,9.244,6.16,242,3
6083,6178,74.790,1.870,7.45,8,47
6083,6105,94.277,4.994,7.55,8,47
6083,6155,106.354,2.619,7.35,8,47
6083,6614,298.628,7.609,6.87,8,47
6083,6374,224.736,5.619,6.37,8,47
6085,6126,46.376,9.475,6.11,3403,2
6087,8255,99.648,4.977,7.53,3404,2
6088,9438,109.409,4.479,6.47,3405,2
6090,6144,55.017,3.976,6.77,3406,2
6093,6222,208.145,8.118,6.29,0,151
6093,6388,131.999,7.569,6.82,0,151
6093,6256,186.928,7.657,6.34,0,151
6093,6166,179.750,7.194,6.51,0,151
6093,6167,184.165,7.393,6.61,0,151
6093,6252,191.587,8.084,6.39,0,151
6093,6182,199.752,7.738,6.30,0,151
6093,6183,170.952,7.341,6.32,0,151
6093,6185,170.221,7.158,6.30,0,151
6093,6187,162.253,6.896,6.28,0,151
6093,6137,60.732,9.816,7.88,0,151
6093,9088,188.953,7.968,6.62,0,151
6093,6201,224.049,9.415,6.53,0,151
6094,6199,22.344,1.173,6.27,4,72
6095,10142,16.797,2.620,7.06,3407,2
6096,6108,15.476,5.348,6.34,3408,2
6099,6914,200.078,6.849,6.57,3409,2
6100,7687,267.439,6.246,6.59,3410,2
6105,6178,149.299,5.425,6.94,8,47
6106,6129,76.684,8.065,6.06,3411,2
6121,6496,126.105,9.845,6.42,3412,2
6124,9799,212.185,7.858,6.47,7,47
6124,9148,197.933,7.684,6.39,7,47
6124,8493,137.933,6.114,6.63,7,47
6125,10396,196.449,6.763,6.11,3413,2
6127,6518,103.041,7.053,6.41,16,18
6127,6176,42.791,7.555,6.48,16,18
6130,6586,147.347,9.943,6.38,3414,2
6135,10505,235.613,8.270,6.96,25,10
6137,6171,203.177,8.432,6.94,0,151
6137,6191,183.603,8.534,6.17,0,151
6137,6473,143.905,6.157,6.42,0,151
6137,6183,182.056,9.833,6.19,0,151
6137,9307,153.488,6.628,6.10,0,151
6137,6187,168.524,9.642,6.48,0,151
6137,6256,170.766,9.978,6.81,0,151
6139,8089,1.170,1.518,7.66,3415,2
6145,7638,189.988,3.942,7.18,243,3
6147,6432,170.733,6.845,6.16,3416,2
6148,9829,138.736,8.865,6.37,3417,2
6149,6552,136.465,8.424,6.00,149,3
6150,6257,1.220,1.901,7.37,3418,2
6152,6153,3.632,4.922,7.75,3419,2
6154,8016,319.398,5.704,6.06,3420,2
6155,7857,270.961,7.989,6.34,8,47
6155,6614,257.670,6.537,6.17,8,47
