Title: Co-moving stars in Gaia DR1:
  An abundance of very wide separation co-moving pairs
Authors: Semyeong Oh, Adrian M. Price-Whelan, David W. Hogg,
  Timothy D. Morton, David N. Spergel
Table: Catalog of candidate co-moving pairs
================================================================================
Byte-by-byte Description of file: datafile1.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label      Explanations
--------------------------------------------------------------------------------
   1- 19 I19    ---     sourceid1  Gaia source id of star 1
  21- 39 I19    ---     sourceid2  Gaia source id of star 2
  41- 44 F4.1   pc      Sep        separation between star 1 and 2
  46- 49 F4.1   ---     lnL1/L2    natural log of likelihood ratio
  51- 53 I3     ---     NCC        size of the connected component that the pair belongs to
  55- 58 I4     ---     IDCC       unique id of the connected component that the pair belongs to
  60- 63 I4     ---     IDMWSC     id of the closest Milky Way star cluster
  65- 69 F5.1   pc      dMWSC      distance to the closest Milky Way star cluster
  71- 72 A2     ---     OBAssc1    [A-L]? id of the OB associations if matched for star 1
  74- 75 A2     ---     OBAssc2    [A-L]? id of the OB associations if matched for star 2
--------------------------------------------------------------------------------
6115692237303380480 6175121356179386112  5.3  6.9   2 2021 1803  58.4 -- -- 
 497425623116315904  500535385597478016  3.1  6.9  13   20  286   7.7 -- -- 
  64930490947667840   65776736943479808  5.8  6.5 151    0  228   6.6 -- -- 
6063724885381115136 6067275311492374784  7.8  6.2   6   42 1578  50.5 -- -- 
 280431540177118720  280777542743680768  3.9  7.6   2 4172  286  46.7 -- -- 
 248924965763985280  435647638163950848  8.2  6.7 125    1  210   5.0 -- -- 
6010666371222631680 6011259695183775488  9.8  6.3  47    7 2132 101.4 -- -- 
2875031522892855168 2879007185138886656  6.8  6.1   2 4455  276  77.4 -- -- 
3470332338218354176 3474018450949877760  9.6  6.4   2 4482 1459  90.7 -- -- 
2416791875714296960 2421483045153415040  9.6  6.2   2 3202  213  95.3 -- -- 
 836462610521803904  849789928400402432  9.2  6.9   2 2308 1605 112.4 -- -- 
3955895055503655552 3958022919740939904  6.9  7.8  47    8 1605  10.9 -- -- 
4714764443257804544 4726518497436239232  5.6  6.5  19   15  276  61.4 -- -- 
6175103729633609728 6175103729634256000  0.0  6.2   2 2554 1720 117.7 -- -- 
3207824899158573568 3225408151671017984  7.1  6.4   2 1459  276  23.4 -- -- 
  65188085906203520   66570549979009280  4.8  6.7 151    0  228   6.2 -- -- 
2320709643372054656 2321010325442474752  4.3  6.4  16   17    6  19.7 -- -- 
  49005576847854080  144171228809559808  2.3  7.7 118    2  276   5.4 -- -- 
4008433603729046784 4008525241151501824  0.8  6.6  47    8 1605   1.5 -- -- 
  51742467447748224   66507465499396224  8.2  7.9 151    0  228   9.7 -- -- 
5489710683877383296 5489710786955059968  3.6  6.1   2  754  863  62.9 -- -- 
  65221483571888128   69819022723623296  3.5  7.8 151    0  228   5.6 -- -- 
1666126253453196160 1666126322172672384  0.2  8.3   2 2598 1803  44.7 -- -- 
1128670504345984000 1129421161550146816  0.8  6.4   2 3485 1803  51.5 -- -- 
  65207705316826752   65222205126393984  9.5  7.0 151    0  228   2.0 -- -- 
  57064069366541952   63571494576114560  8.6  6.4   2 2803  228  15.4 -- -- 
 681999884156922368  875071274135619968  4.1  6.8   2 1509 1803  25.0 -- -- 
 660953994650380416  664330835377270912  7.6  6.2  58    6 1195  12.6 -- -- 
6653493336139325952 6701692489927048960  9.7  6.1   2 2492 2328  86.6 -- -- 
  64109911675780224   66506331628024832  4.8  6.4 151    0  228   5.1 -- -- 
  66480939781378048   66570549979009280  1.5  6.8 151    0  228   8.5 -- -- 
  65120465942548864   68296886313838848  6.2  6.6 151    0  228   3.7 -- -- 
  65437640685532288   65776736943479808  5.7  6.5 151    0  228   7.1 -- -- 
  65207705316826752   66558249192653952  4.9  7.3 151    0  228   2.0 -- -- 
5318536995675325952 5318567953805446400  5.5  6.8  36    9 1197  18.9 -- -- 
5320985848590982400 5320985848592944384  3.6  6.7   2 4372 1197  24.5 -- -- 
3313259165090609280 3314109912215994112  3.3  7.5 118    2  276   1.7 -- -- 
2219953971216200448 2222696702970750720  9.8  6.8   2 3865 1803  78.0 -- -- 
6053440053600849664 6054195349372231808  6.9  7.5 114    3 1578  29.8 -- -- 
5812260322624272640 5812275818866274432  1.8  6.3   2 1078 1578  57.2 -- -- 
 248480453827267456  251087224100861952  7.5  6.3 125    1  210  13.3 -- -- 
3313259165090609280 3313689417734366720  3.9  6.8 118    2  276   1.7 -- -- 
  65120465942548864   67618281484716544  4.5  7.2 151    0  228   3.7 -- -- 
4008706729289355520 4008820425663457792  3.6  6.0  47    8 1605   1.9 -- -- 
4776115508460835200 4778217534174268288  7.4  6.3   3  102  213  49.9 -- -- 
1307725354454069888 1310618306985605248  8.8  6.3   2 2324 2132 108.5 -- -- 
 249212797292342400  436455126375970304  7.6  6.8 125    1  210   8.9 -- -- 
 497490769180257408  500108912524113536  3.2  6.6  13   20  286  10.0 -- -- 
6414504416439267200 6417779311822905856  9.1  6.2   3  210 1578  39.8 -- -- 
6060057498696084736 6061991264774658432  9.2  6.5 114    3 1578  41.2 -- -- 
5807992259003000064 5808036720504429184  4.5  6.4  20   14 2149  92.3 -- -- 
6009518652882229120 6010573737369226752  6.9  6.6  47    7 1578  99.4 -- -- 
5383798130384979456 5397992894218938496  9.3  6.3   3  217 1459  63.7 -- -- 
  49005576847854080 3406943087694799744  8.0  6.4 118    2  276   5.4 -- -- 
2017332498118868224 2017332704273571456  0.6  7.5   2  988 1803  77.9 -- -- 
1124731160342247936 1144980110077123712  9.1  6.4   2 3716 1803  66.4 -- -- 
  64956123312029952   66657411397616128  4.5  7.1 151    0  228   4.1 -- -- 
1686339915736343552 1689544201856971392  3.7  6.4   2 3721 1605  71.8 -- -- 
4567181567307267328 4567617420587434624  8.7  6.4   2 1090 2160 123.7 -- -- 
5297692557315148160 5297924107592032640  5.8  6.1   6   43 1197  50.0 -- -- 
5397070232165198976 5399071034090095104  8.6  6.3   4   95 1459  73.1 -- -- 
  66789868189090816   69896469573892224  4.1  7.0 151    0  228   2.8 -- -- 
  64380632054140416   64913448517448192  3.7  6.7 151    0  228   7.5 -- -- 
1486541816697202176 1491029473405967872  5.0  6.2   2 1741 1605  42.7 -- -- 
  65221483571888128   66960258131598720  4.1  7.1 151    0  228   5.6 -- -- 
  64930490947667840   69904097435804672  5.8  6.8 151    0  228   6.6 -- -- 
5344410394062489728 5344608340515467008  7.2  6.7   2 2712 1720  81.3 -- -- 
 459214192436590336  507315111734402944  6.0  6.1   7   38  144   8.8 -- -- 
2010421552138431488 2010835483906566784  4.9  6.5   2 4223  286  93.4 -- -- 
  66724447247218048   69811944617410688  9.2  6.8 151    0  228  13.9 -- -- 
6626391920703019904 6823944439040922240  8.0  6.6   2 1169 1803  85.3 -- -- 
 661210730616213248  661233133164719616  7.6  7.4  58    6 1195   5.9 -- -- 
5484928529849721984 5484928564209460224  2.9  7.7   2  658 1203  47.1 -- -- 
5985265591037234560 5990281631800235648  4.4  6.2   2 2451 1578  80.7 -- -- 
6007909551972559232 6008308915215439232  4.9  7.3  47    7 1578  91.8 -- -- 
 145373372976256512 3406943087694799744  9.5  6.6 118    2  276   8.6 -- -- 
6242094636651792000 6243102132903181696  7.5  7.8  72    4 2132  80.6 -- -- 
1366113648137502464 1412071825428921728  7.3  6.9   2 2285 1803  40.4 -- -- 
 339437896832422144  339898832724057984  6.4  6.1   2 3048   87  94.0 -- -- 
5903475291868739712 5906941639712610560  5.6  6.7  10   24 1578  80.3 -- -- 
 862950257951906560  862950257951951872  1.6  6.4   2 1393  286 214.1 -- -- 
3959212282084332544 4008571351920493440  6.2  7.0  47    8 1605   5.0 -- -- 
4901802503697737984 4902014090966232576  1.0  9.0  19   15  276  66.7 -- -- 
5821678533068680064 5821896408171738240  7.3  6.3   2  750 1720  98.5 -- -- 
2270919805497339008 2273389514772089216  9.2  6.2   2  696 2905  93.6 -- -- 
1284391862286683776 1285579541003112320  6.9  6.4   2 3427 1605 104.4 -- -- 
 248886001820685184  441481165827089024  9.8  6.9 125    1  210  10.1 -- -- 
4009518100151157248 4010481375416160000  5.4  6.9  47    8 1605   1.8 -- -- 
2972907711534753408 4894247690583763840  7.0  6.4   2 2320  213  86.5 -- -- 
  63378976961208704   66480939781378048  9.3  6.0 151    0  228   9.0 -- -- 
6747629570339381248 6748624937601258496  9.8  6.6   4   81 2132 111.2 -- -- 
 661210730616213248  661422764560767360  3.8  6.3  58    6 1195   5.9 -- -- 
 661043845366041984  662794164798230016  7.9  6.5  58    6 1195   4.6 -- -- 
3100923025722199552 3100923231880629376  2.0  6.2   2 1892  402  52.7 -- -- 
4098158665998969856 4098158665998970240  8.6  7.3   2 2000 2132  52.4 -- -- 
  68322140721525760   70941383577307392  9.5  7.0 151    0  228   6.3 -- -- 
 561736195664326528  568588833164763904  5.4  6.8   2 3983  286 107.3 -- -- 
  51452746133437696   63144712265008512  8.5  6.2 151    0  228  10.7 -- -- 
6497943776890515328 6497943776890613888  0.9  8.0   2 1877  213  86.0 -- -- 
3282605261944925824 3282605365024140800  4.7  6.4   2 1213  228  85.0 -- -- 
4002921030384951936 4008571351920493440  5.3  6.1  47    8 1605   7.0 -- -- 
2179594988176142080 2196928445383908480  8.0  6.6   2 1123 1803  34.8 -- -- 
6382911118046015488 6383075288875610880  7.5  7.0   2  597 1203  66.1 -- -- 
1495259913113783168 1495260669028026752  5.8  7.4   2 3732 1605 157.7 -- -- 
4041744648522172288 4043120068854728704  7.1  6.5   5   56 2194  30.9 -- -- 
  69811944617410688   69896469573892224  1.6  7.1 151    0  228   5.1 -- -- 
6507618036105709952 6518135070983721600  9.0  6.7   3  301 1203  89.2 -- -- 
2063599500735829120 2074007615247380096  7.0  6.5   2 1172 1803  44.6 -- -- 
5600394155756372224 5601868222895469184  7.7  6.4   2 1324  991  69.7 -- -- 
 146698078328904064  148946064212226944  7.5  6.9 118    2  276  11.9 -- -- 
  69811944617410688   69819022723623296  2.3  7.6 151    0  228   5.1 -- -- 
6054163291733782016 6057456088547884800  5.1  6.3 114    3 1578  30.9 -- -- 
5240527126723133824 5333679229294871680  9.3  6.1   2 2915 1462  72.0 -- -- 
5969451109134168832 5970906347133209216  9.1  6.1  25   11 2149  59.6 -- -- 
5238698467088998400 5239891677722958976  8.1  6.5  59    5 1459   7.2 -- -- 
  68444873706967808   68593342136568448  1.6  7.2 151    0  228   9.2 -- -- 
  64952824777149440   66960258131598720  6.0  6.8 151    0  228   5.5 -- -- 
5239725548384560128 5239869103371472000  4.7  7.8  59    5 1459   7.6 -- -- 
5239801689564803072 5241109696086432640  4.6  6.1  59    5 1459   3.3 -- -- 
  64313218247427456   69811944617410688  9.5  6.7 151    0  228  12.5 -- -- 
1975571569025216512 1975792983179870336  8.7  6.1   2 3681 2905  32.7 -- -- 
 441371523899475840  441405917997620352  2.7  6.4 125    1  210   2.1 -- -- 
 441454914984502656  442265083255962624  8.7  6.5 125    1  210   3.4 -- -- 
 435152789212540800  436786663491188096  7.8  7.1 125    1  210   8.8 -- -- 
  65194648616227840   69876712724339456  3.2  6.9 151    0  228   4.9 -- -- 
 706025690692070144  710600380618668928  8.8  6.5   3  182 1195  60.3 -- -- 
5583250570456606464 5608629085532448768  9.0  6.4   2  805  991  53.3 -- -- 
 661291132403077760  661323636715553152  2.4  6.3  58    6 1195   9.0 -- -- 
 441454914984502656  442576794801933312  6.9  6.5 125    1  210   3.4 -- -- 
6474821768913065344 6666340992070719616  6.4  6.4   2 2618 1578  86.2 -- -- 
  63378976961208704   65194648616227840  7.4  6.6 151    0  228   9.0 -- -- 
3307815001984777088 3312197930211158784  9.5  6.1 118    2  276   4.4 -- -- 
5300519161195133312 5303232274856959232  7.5  6.4  23   12 1267   7.6 -- -- 
5969457122088381056 5970083019094333312  9.8  6.3  25   11 2149  59.1 -- -- 
4008867670304423424 4010481375416160000  2.6  6.6  47    8 1605   2.6 -- -- 
5239849896277704960 5241132579670834816  3.8  7.0  59    5 1459   1.7 -- -- 
5814359771356125568 5814373274733272832  4.8  6.2  20   14 2149  86.0 -- -- 
4566288763864493312 4571494367306453504  8.6  6.5   3  273 2132  95.2 -- -- 
6071727749469797248 6072808981716291328  7.0  6.2 114    3 1578  41.7 -- -- 
 500996836883540608  501721689924381184  4.4  7.0   2  710  286  24.8 -- -- 
1320009682475030656 1320009716834768768  0.9  7.7   2 3197 1803  52.0 -- -- 
5448165293421622016 5454103618285194496  7.0  7.5   2 1674 1203  83.6 -- -- 
 240751505560608256  432901985832087040  6.6  6.0   2 1858  210  38.5 -- -- 
4708339928097241984 4900148975648856192  6.7  6.6   2 1418    6 146.2 -- -- 
  69883412873314816   70252676982016768  5.9  6.3 151    0  228   2.2 -- -- 
  64053561704835584   66729257611496704  8.2  6.8 151    0  228   7.8 -- -- 
4008867670304423424 4009041083903247488  3.1  7.4  47    8 1605   2.6 -- -- 
 441454914984502656  441653239394337024  5.4  6.9 125    1  210   3.4 -- -- 
 359654170456624000  407934550665512704  7.7  6.1   2 1973  210  48.6 -- -- 
3953625835302703488 3953900747569804928  1.5  7.9  47    8 1605   6.0 -- -- 
4619018901995607680 4623279990585691392  8.3  7.1   2  544 1203  29.7 -- -- 
5239789148260273792 5251880511990665216  6.9  6.7  59    5 1459   7.6 -- -- 
2003173708930843392 2003453122322102400  7.9  6.2   3  198 2905  42.9 -- -- 
2043656936792395136 2046083112276785024  9.6  6.6   2 3661 1803  85.5 -- -- 
  66838452861270272   68593342136568448  6.6  6.6 151    0  228   3.5 -- -- 
6070801720160594816 6070801788880071296  9.5  8.6   2 1070 1459  76.0 -- -- 
5129126326581594880 5129126601459501312  5.1  7.8   2 1297  213  37.3 -- -- 
5239498739751922432 5251663495883800448  6.6  6.6  59    5 1459   4.5 -- -- 
  65113559634339200   66789868189090816  7.9  6.6 151    0  228   9.9 -- -- 
 435152789212540800  435242914806781184  4.3  6.6 125    1  210   8.8 -- -- 
6074418185704510592 6080990447741576448  5.9  7.1 114    3 1459  51.1 -- -- 
  64053561704835584   66960258131598720  7.5  6.1 151    0  228   7.8 -- -- 
6102878700590656128 6103657498420496384  2.8  6.5   2  492 1720  79.3 -- -- 
  66838452861270272   68317605236065408  2.1  6.5 151    0  228   3.5 -- -- 
5371960341526069760 5373000685682262912  9.3  7.0   2 4520 1720 106.8 -- -- 
  66729876086786944   69876712724339456  3.6  6.3 151    0  228   3.7 -- -- 
  49005576847854080 3314212063714381056  2.7  6.0 118    2  276   5.4 -- -- 
5753546264262080128 5755250438563735040 10.0  6.0   2 2287 1195  91.0 -- -- 
 436455126375970304  442556556916042496  4.7  6.5 125    1  210   7.6 -- -- 
 245795549512945024  248683691679912320 10.0  7.4   2 1873  210  23.9 -- -- 
5232616277998058752 5246170163993645056  8.8  6.1  59    5 1459  12.2 -- -- 
5368481658532087808 6077114153854578560  6.8  6.9 114    3 1578  51.0 -- -- 
5317797574106967552 5318113546259668864  3.9  6.8  36    9 1267  14.4 -- -- 
  69883412873314816   71296663272200320  8.5  6.2 151    0  228   2.2 -- -- 
 461800003266962176  463515928601894656  8.7  6.7  10   26  210  60.5 -- -- 
 661281752195411328  661323636715553152  6.6  6.2  58    6 1195   4.7 -- -- 
4964530123098294400 4965146536804615296  6.6  6.1   2 2343  213  54.1 -- -- 
  65212103363335296   68250260148846720  5.5  6.4 151    0  228  11.5 -- -- 
  49809491645958528   63378976961208704  9.3  6.4 151    0  228  14.6 -- -- 
5969457122088381056 5970825120714866816  7.5  6.0  25   11 2149  59.1 -- -- 
 249087281167662464  249180567856242048  5.8  6.3 125    1  210   5.0 -- -- 
 249149025617941248  441356921010671232  9.2  8.0 125    1  210   6.6 -- -- 
  65199974375696512   66570549979009280  8.0  6.5 151    0  228   1.4 -- -- 
 249278355672330624  441405917997620352  8.2  6.2 125    1  210  11.6 -- -- 
5908042800608407680 6098495050815071744  8.7  6.5  10   24 1578  89.3 -- -- 
6054493694983536384 6057456088547884800  3.7  6.7 114    3 1578  32.3 -- -- 
 436455126375970304  441454914984502656  9.3  6.1 125    1  210   7.6 -- -- 
6466670333304011264 6507617417630891008  9.8  6.3   2 3260 1803  71.3 -- -- 
  67799185503558016   68310561489710336  5.9  6.5 151    0  228   8.5 -- -- 
 436461517287294464  436802640772120960  7.7  6.6 125    1  210   7.8 -- -- 
4911563212014672000 4916052895947819392  8.6  6.9   2 1143  213  69.8 -- -- 
6015102694481707392 6039375100858813696  7.7  6.4  47    7 2132 104.2 -- -- 
5969328822825272192 5971000664617273344  9.4  6.0  25   11 2149  61.2 -- -- 
3907468302808925568 3945292877194011392  8.3  7.6   2  682 1605  25.1 -- -- 
6243909277516331520 6247220594220206976  5.3  6.6   3  193 2132  74.4 -- -- 
5425906573871059456 5426190213510638080  5.6  6.6   3  133 1197  41.1 -- -- 
4376048066572280576 4376054285684921600  3.8  8.3   3  114 2132  69.6 -- -- 
5239304538510338432 5241109867885123328  6.2  6.0  59    5 1459   2.8 -- -- 
4817500232776551552 4817500988690795520  0.2  7.6   2 2244  213  34.2 -- -- 
3458856563559827200 6147771622914330752  4.4  6.9   2 3905 1578  71.0 -- -- 
  61554646652580736   69811944617410688  9.0  6.0 151    0  228  10.6 -- -- 
3285744608159509376 3285755946873170176  7.7  6.7   2 1406  402  24.9 -- -- 
 248924965763985280  441815142481538048  8.3  6.7 125    1  210   5.0 -- -- 
  68097015715726208   69945810158924672  7.1  6.2 151    0  228  11.1 -- -- 
  65027591568709632   69945810158924672  8.5  6.1 151    0  228   7.6 -- -- 
5239637759256457472 5239725548384560128  6.1  6.0  59    5 1459   3.2 -- -- 
5381697479060655872 5381700433998155136  5.0  6.1   2 1899 1720 127.3 -- -- 
4008571351920493440 4008744250123486720  2.6  8.5  47    8 1605   1.8 -- -- 
 249180396057550848  441815142481538048  8.2  6.3 125    1  210   2.8 -- -- 
5296632765546209408 5297745196435702400  9.1  6.3   3  288 1197  43.8 -- -- 
  70252676982016768   70941383577307392  8.3  6.4 151    0  228   7.2 -- -- 
 441436601243976448  442609127315775744  7.3  6.6 125    1  210   3.9 -- -- 
 678185609600185472  678908538495864704  9.5  7.5   2 4461 1195  58.9 -- -- 
 660288790115813632  661290754445957248  8.8  6.8  58    6 1195   5.7 -- -- 
  65819961494790400   70941383577307392  9.1  6.1 151    0  228   4.4 -- -- 
  64671899556831360   65017627244152064  8.6  6.1 151    0  228   7.6 -- -- 
5245462112865217024 5246170163993645056  4.2  7.2  59    5 1459   8.1 -- -- 
3734549208620255872 3735737059134936320  4.6  6.8   2 1376 1605  51.5 -- -- 
3307504218151520256 3311024785663873920  3.3  7.4 118    2  276   4.2 -- -- 
5343442239714512640 5344809551144819840  8.3  6.2   2 2444 1498  52.1 -- -- 
4994651072342525056 6533152475676815232  5.4  6.4   2 2850  213  70.3 -- -- 
5241357189281206656 5253452057710889216  5.1  6.0  59    5 1459   4.3 -- -- 
5229718377666533632 5232060440518210048  3.2  7.3   2 1060 1578  16.9 -- -- 
 249149025617941248  435429007149649920  9.6  7.4 125    1  210   6.6 -- -- 
 661344183839101952  664424637463005824  4.2  6.6  58    6 1195   4.3 -- -- 
1272739512933446144 1273211684458090240  5.6  6.0   2 4499 1605 146.2 -- -- 
 436536249718223744  441371523899475840  7.3  6.8 125    1  210   6.5 -- -- 
  66657411397616128   67618281484716544  9.8  6.0 151    0  228   5.0 -- -- 
  66838452861270272   69847610026687104  1.8  6.3 151    0  228   3.5 -- -- 
  51452746133437696   65207705316826752  9.3  6.4 151    0  228  10.7 -- -- 
6060013415148694784 6060260358594419200  7.3  6.3   2 3767 1459  40.3 -- -- 
 249087281167662464  441645233577061248  7.2  6.6 125    1  210   5.0 -- -- 
  63730305286697600   65194648616227840  7.8  6.7 151    0  228  11.7 -- -- 
  68593342136568448   70252676982016768  4.8  6.5 151    0  228   9.4 -- -- 
 248924965763985280  441585722510785408  6.8  6.6 125    1  210   5.0 -- -- 
  45142202225515008 3314109912215994112  4.7  6.0 118    2  276   6.7 -- -- 
5239823782876560512 5251238225402532352  5.5  6.2  59    5 1459   0.2 -- -- 
2763609247915705856 2769994215017416064  8.6  6.4   2 1467  276 102.5 -- -- 
4009041083903247488 4009295139808743936  3.8  8.0  47    8 1605   3.3 -- -- 
 248624661649191296  248924965763985280  6.3  6.2 125    1  210   7.8 -- -- 
  64671899556831360   66715101399291392  8.5  6.3 151    0  228   7.6 -- -- 
2231346801464574464 2279591344468055936  9.5  6.7   2 1054 2905  84.5 -- -- 
4854540339974776320 4854770996899182464  3.9  6.8  13   19  213  14.9 -- -- 
6071087593186508288 6072902989962065152  7.3  6.8 114    3 1578  39.0 -- -- 
3309956850635519488 3312709374919349248  3.2  7.8 118    2  276   1.9 -- -- 
3065669315681735168 3078016899981224448  7.4  7.7   2 3969  276  66.6 -- -- 
  45142202225515008 3312783557591565440  5.1  6.3 118    2  276   6.7 -- -- 
  65004707982534016   68296886313838848  9.0  6.1 151    0  228  12.2 -- -- 
  66657411397616128   66838452861270272  2.9  7.5 151    0  228   5.0 -- -- 
3256189460727114112 3258856085664548608  4.7  6.3   2 2410  276  18.4 -- -- 
